id,subject_name,frequency
4154546-1,Flammengeschwindigkeit,2
4015143-8,Erdgas,2
4123765-1,Mikrowellenbauelement,2
4039207-7,Mikroelektronik,2
4205811-9,Mikromechanik,2
4180271-8,Schutz,2
4153552-2,Fahrgemeinschaft,2
4158936-1,Haltestelle,2
4004955-3,Bautechnik,2
4128811-7,Kleinwagen,2
1215284845,Sektorkopplung,2
4112681-6,Bauwerk,2
7708028-2,Intelligentes Stromnetz,2
4267321-5,Hubinsel,2
4125537-9,Offshore-Technik,2
4408645-3,Einzylindermotor,2
4151498-1,Eisenbahntechnik,2
4126481-2,Robustheit,2
4017529-7,Fliegen,2
4004945-0,Baustoff,2
4435195-1,Raumfahrtbiologie,2
4151002-1,Echtzeitverarbeitung,2
4164101-2,Kleinbus,2
1209706350,Convolutional Neural Network,2
4187491-2,Ventilsteuerung,2
4342626-8,Nanostrukturiertes Material,2
4135573-8,Raumsonde,2
4033676-1,Kunststoff,2
4144863-7,Beschichtung,2
7515451-1,FlexRay,2
4114064-3,Jagdflugzeug,2
4153583-2,Fahrzeugrahmen,2
4140410-5,Aufprall,2
4613345-8,Fortbewegungsmittel,2
4809985-5,Radarsensor,2
7578670-9,Motorregelung,2
4078517-8,Umweltbewusstsein,2
4125879-4,Gemischbildung,2
4135984-7,Anfahren,2
4063048-1,Vermessung,2
4261642-6,Geoinformationssystem,2
4610682-0,Mehrkriterielle Optimierung,2
4192667-5,Straßenunterhaltung,2
4126363-7,Stellwerk,2
4198286-1,Ultraleichtflugzeug,2
4053875-8,Schweißnaht,2
4026312-5,Hydromechanik,2
4179362-6,Schallemissionsanalyse,2
4041456-5,Navier-Stokes-Gleichung,2
4264023-4,Siedlungsplanung,2
4075677-4,Optischer Sensor,2
4238872-7,Verteiltes System,2
4062994-6,Verkehrszeichen,2
4520711-2,Nachtverkehr,2
4006767-1,Binnenwasserstraße,2
4184403-8,Tankstelle,2
4072821-3,Innenstadt,2
4254829-9,Schiffshebewerk,2
4131658-7,UKW,2
4160940-2,Hydrostatischer Antrieb,2
4212298-3,Elektrohydraulischer Antrieb,2
4151812-3,Elektrohydraulischer Servomotor,2
4125366-8,Klebeverbindung,2
4144198-9,Bauteil,2
4152361-1,Entkopplung,2
4160866-5,Hydraulische Steuerung,2
4298060-4,Elektrorheologie,2
4014573-6,Emission,2
4399238-9,Flexible Struktur,2
4390818-4,Optimierungsproblem,2
4140353-8,Plasmatechnik,2
4273791-6,Gepulste Gasentladung,2
4274388-6,Niederdruckplasma,2
4170304-2,Modellversuch,2
4273107-0,Sternsensor,2
4274478-7,Mondbasis,2
4050406-2,Rohrleitungsbau,2
4050405-0,Rohrleitung,2
127728797X,Fallturm Bremen,2
4163527-9,Kavitationserosion,2
4194323-5,Schadstoffverringerung,2
4224214-9,Wirkungsanalyse,2
4120759-2,Montagegerechte Konstruktion,2
4054233-6,Segelschifffahrt,2
4137858-1,Motorflug,2
4319923-9,Kombination,2
4204658-0,Verkehrsstatistik,2
4439971-6,Wagenkasten,2
4207657-2,Astrometrie,2
4276501-8,Astronomiesatellit,2
4145336-0,Biegespannung,2
4142103-6,Aluminiumblech,2
4228064-3,Neodym-YAG-Laser,2
4134274-4,Mietwagenunternehmen,2
1113760958,Parabelflug,2
4206098-9,Automatische Identifikation,2
4055382-6,Software,2
4271759-0,Erderkundungssatellit,2
4179928-8,Schoner,2
4047843-9,Pumpe,2
4007974-0,Brandschutz,2
4767988-8,Ka-Band,2
4190405-9,YAG-Laser,2
4174822-0,Plasmaantrieb,2
4031178-8,Klimatologie,2
4186789-0,Umschlaganlage,2
4188222-2,Videoaufzeichnung,2
4189827-8,Wiedereintritt,2
4367945-6,Mountainbike,2
4220881-6,Seenotrettungskreuzer,2
4712313-8,Schnellbahn,2
4155993-9,Gasanalyse,2
4130660-0,Schrott,2
4289739-7,Mikrofiltration,2
4112771-7,Biologische Abwasserreinigung,2
4000313-9,Abwasserreinigung,2
4011119-2,Datenbank,2
4121651-9,Wertstoff,2
4146260-9,Bolometer,2
4280350-0,Simulator,2
4122924-1,Bildsignal,2
4131193-0,Datenauswertung,2
4418272-7,Flexibilisierung,2
4516746-1,Zuglauf,2
4426596-7,Lieferwagen,2
4290909-0,Verkehrsangebot,2
4139330-2,Mikrofon,2
4003961-4,Automatische Spracherkennung,2
4038331-3,Meeresverschmutzung,2
4274580-9,Wasserreinigung,2
4020997-0,Gießerei,2
4007968-5,Brandmeldeanlage,2
4138275-4,Verkehrsregelung,2
4136852-6,Bootsbau,2
4186982-5,Untergrundbahnstation,2
4179156-3,Satellitentechnik,2
4014286-3,Elektrolokomotive,2
4137814-3,Richtlinie,2
4076508-8,Randelemente-Methode,2
4116615-2,Steuerungstechnik,2
4193873-2,Fotokatalyse,2
4185549-8,Titandioxid,2
4311269-9,Schichtverbundwerkstoff,2
4279385-3,Stadtstraße,2
4113651-2,Funkfernsteuerung,2
4275017-9,Scheinwerfer,2
4126093-4,Museumsschiff,2
4134273-2,Taxiunternehmen,2
4366319-9,Schlussleuchte,2
4189670-1,Werkstoffforschung,2
4245403-7,Kriterium,2
4800907-6,Kollisionserkennung,2
4734038-1,Mehrrobotersystem,2
4027238-2,Integration,2
4004942-5,Baustelle,2
4138905-0,Alternative,2
4423595-1,Schlafwagen,2
4151481-6,Eisenbahnanlage,2
4296416-7,Technische Membran,2
4349630-1,Abbremsen,2
4216693-7,Propellerflugzeug,2
4318816-3,Kaimauer,2
4178603-8,Ruder,2
4607696-7,Reisegeschwindigkeit,2
4509863-3,RFID,2
4137274-8,Auftrieb,2
4286652-2,Rotorblatt,2
4221038-0,Lenkrad,2
4184370-8,Taktiler Sensor,2
1028776632,Reurbanisierung,2
4015999-1,Experiment,2
4046939-6,Potenzialtheorie,2
4015366-6,Erosion,2
4210741-6,Dezentrale Steuerung,2
4057630-9,Stochastischer Prozess,2
4037612-6,Markov-Kette,2
4166699-9,Langevin-Gleichung,2
4070262-5,Deformation,2
4730556-3,Energieaufnahme,2
4832365-2,Modellgetriebene Entwicklung,2
4066981-6,Wrack,2
4011455-7,Denkmalpflege,2
4236208-8,Spannungsverteilung,2
4129474-9,Feinblech,2
4449975-9,Verbundnetz,2
4839180-3,Virtualisierung,2
4137282-7,Softwaresystem,2
4674460-5,Systemplattform,2
4113203-8,CAP,2
4588309-9,Diskontinuierliche Galerkin-Methode,2
4700698-5,Euler-Lagrange-Gleichung,2
107633380X,Thermomechanik,2
4223875-4,Voyager 2,1
4261521-5,Flettner-Rotor,1
4134719-5,Gebirgsbahn,1
4179881-8,Schnellzug,1
4196196-1,Flugversuch,1
4124760-7,Dampflokomotive Baureihe 18,1
4272343-7,Landmaschinenbau,1
4038168-7,Mechanik,1
4166591-0,Landfahrzeug,1
4006432-3,Bibliografie,1
4054234-8,Segelschulschiff,1
4198459-6,Rettungsmittel,1
4324907-3,Untersuchungsmethode,1
4063323-8,Verwaltungsbau,1
4834654-8,Raum-Zeit-Signalverarbeitung,1
7633635-9,Terraforming,1
4014725-3,Energietechnik,1
4253944-4,Internationale Norm,1
4243979-6,Photonik,1
4271568-4,Langstreckenflugzeug,1
4170725-4,Multiplex,1
4754981-6,Modelltechnik,1
4312430-6,Heck,1
4121276-9,Flachwasser,1
7569546-7,Lieferverkehr,1
4054315-8,Seil,1
4176902-8,Raketensteuerung,1
4135870-3,Nickellegierung,1
7635816-1,Hochgeschwindigkeitsflammspritzen,1
4194956-0,Schadensmechanik,1
7723386-4,Eile,1
4048561-4,Raum,1
4379334-4,Transportpreis,1
1076175724,Machine to Machine,1
4464875-3,Systemintegration,1
4178400-5,Rollbewegung,1
4190708-5,Zentrale Einrichtung,1
4132652-0,Softwaretest,1
4237203-3,Prozessmodell,1
1173640525,Hanomag 2/10 PS,1
4845922-7,Smartphone,1
4204741-9,Backbone-Netz,1
7731743-9,Testbed,1
4199959-9,Spitzenlast,1
7565892-6,WiMAX,1
7628596-0,OFDMA,1
4483654-5,OFDM,1
4066794-7,Wohnungsmarkt,1
4321143-4,Einzelradantrieb,1
4062521-7,Ventil,1
1179819195,Lamellenventil,1
4164639-3,Kolbenverdichter,1
4078787-4,Verdichter,1
4056763-1,Stadtregion,1
4046326-6,Platz,1
4113598-2,Formgebung,1
4137133-1,Punktschweißen,1
4146841-7,Buckelschweißen,1
4056944-5,Stanzen,1
4261463-6,Siedlungsdichte,1
4172194-9,Nutzlast,1
4194341-7,Neubaustrecke,1
4067159-8,Jacht,1
4054216-6,Segel,1
4292409-1,Stromlinienform,1
4112471-6,Akkumulatorentriebwagen,1
4321734-5,Scheibenwaschanlage,1
4321733-3,Scheibenwischer,1
4187800-0,Verkehrsbelastung,1
4162787-8,Ju 290,1
4162789-1,Ju 390,1
4162785-4,Ju 89,1
4162786-6,Ju 90,1
4115348-0,Naturschutz,1
4314308-8,Unterseeboot Typ XXIII,1
4127056-3,Unterseeboot Typ XXI,1
4466676-7,Bike-and-ride-System,1
4743494-6,Wirbelerzeuger,1
4187623-4,Verdichtungsstoß,1
4193808-2,Meerwasser,1
4136086-2,Reiseveranstalter,1
4125147-7,Urlaubsreise,1
4006896-1,Biorhythmus,1
4358433-0,Postdampfer,1
4204662-2,Unimog,1
4016009-9,Explosion,1
4154759-7,Fluglotse,1
4056733-3,Stadtgeografie,1
4260017-0,Hochgeschwindigkeit,1
4225413-9,Polizeifahrzeug,1
4137934-2,Musterbildung,1
4848220-1,Neuwagen,1
4129048-3,Fernstraße,1
4140430-0,Raumwirksamkeit,1
4034268-2,Landesplanung,1
4329743-2,Teilsystem,1
4036546-3,Luftbild,1
4532188-7,Fluglinie,1
4014390-9,Elektrotechnik,1
4825817-9,Penetrationstest,1
4114261-5,Komplexes System,1
1139933213,Fluginstrument,1
1117159973,Aufblasbares Tragwerk,1
4169396-6,Membrankonstruktion,1
4137837-4,Folie,1
4551170-6,Streumittel,1
4488017-0,Benzinverbrauch,1
4489196-9,Gemischaufbereitung,1
4151409-9,Einspritzmotor,1
4062829-2,Vergaser,1
4006216-8,Betriebssystem,1
4182146-4,Speicherverwaltung,1
4242795-2,Luftverkehrspolitik,1
4114011-4,Informationsgesellschaft,1
4156717-1,Geometrische Modellierung,1
7537632-5,SysML,1
7643118-6,MOST-Bus,1
4749334-3,Sicht,1
4035596-2,Licht,1
4054858-2,Siedlung,1
7531850-7,Proaktives Computing,1
4131632-0,Dialogsystem,1
4116578-0,Spracheingabe,1
4139336-3,Verkehrsfunk,1
4154793-7,Fluidtechnik,1
4396124-1,Mondfahrzeug,1
4356607-8,Apollo 11,1
4289682-4,Starterbatterie,1
4178739-0,Rußemission,1
7550143-0,Soziale Software,1
4125294-9,Elektronische Steuerung,1
4315383-5,Fliegendes Personal,1
4354267-0,Online-Dienst,1
4753748-6,Plug in,1
4252624-3,Client-Server-Konzept,1
7729921-8,Software Development Kit,1
4737525-5,Standortbezogener Dienst,1
4079368-0,Wohnumfeld,1
4196864-5,Anwendung,1
4252711-9,Kurzstrecke,1
4152938-8,Erweiterungsbau,1
4061577-7,Umbau,1
4047594-3,Prozesssteuerung,1
4550196-8,Sojus,1
4131214-4,Erhaltungssatz,1
4217162-3,Mercedes SL,1
4474144-3,Ingenieur Luft- und Raumfahrttechnik,1
7755656-2,Audi Q 3,1
4186760-9,Umformwerkzeug,1
4015133-5,Erdbau,1
1033815330,Selbstoptimierung,1
4198800-0,Fahrbahnunebenheit,1
4165449-3,Kraftschluss,1
4376916-0,NURBS,1
4134992-1,Geschwindigkeitsmessung,1
4228869-1,Nachbehandlung,1
7622892-7,On-Board-Diagnose,1
4217955-5,Zugkraft,1
4012932-9,Drehmoment,1
4034646-8,Lastkollektiv,1
4242167-6,Reihenfolgeproblem,1
1166714683,Lastenfahrrad,1
7857445-6,Pedelec,1
4399211-0,Prospect-Theorie,1
4584290-5,Omnibusnetz,1
4150619-4,Drehung,1
4139667-4,Fahrzeugachse,1
4163895-5,Kippen,1
4607522-7,Kugelgelenk,1
4133242-8,Windlast,1
4213494-8,Lineares zeitinvariantes System,1
4466542-8,Seitenwind,1
4126470-8,Radlast,1
7727775-2,Messfahrzeug,1
4546181-8,Motion Capturing,1
7861079-5,Telematik,1
4053059-0,Schnittstelle,1
4078381-9,Tragschrauber,1
4461961-3,Particle-Tracking-Velocimetry,1
4141454-8,Adsorbens,1
4195850-0,Ansteuerung,1
1028855478,Beschleunigungsstreifen,1
4639233-6,Lichtverteilung,1
4683193-9,Aktives Sehen,1
4157906-9,VW Golf,1
4158842-3,Schallanalyse,1
7746291-9,Schienennahverkehr,1
4052782-7,Schlupf,1
4127091-5,Verlader,1
4161668-6,Informationsfluss,1
4032761-9,Kran,1
4396703-6,Mercedes E-Klasse,1
4151179-7,Eigenschaft,1
4253132-9,Merkmal,1
4728094-3,Regelbasiertes Modell,1
4150580-3,Drehmasse,1
4003529-3,Aufladung,1
4025290-5,Hochwasserschutz,1
4062911-9,Verkehrsbetrieb,1
4205358-4,Korrektur,1
4152239-4,Energiewandler,1
4393808-5,Gasgewinnung,1
4146567-2,Brenngas,1
4190799-1,Zielverfolgung,1
4192516-6,Datenmodell,1
4485489-4,Geregelter Katalysator,1
4505517-8,Support-Vektor-Maschine,1
4151249-2,Eindeutigkeit,1
4131473-6,Beschreibungssprache,1
4123217-3,Formalisierung,1
4017848-1,Formale Sprache,1
4276690-4,Marsmond,1
4167286-0,Leistungshalbleiter,1
4176348-8,Pulswechselrichter,1
4295389-3,Teilautomation,1
4391852-9,Benutzerorientierung,1
1054613230,Haptische Feedback-Technologie,1
4688372-1,Semantic Web,1
4691234-4,Web Services,1
4115366-2,Neubaugebiet,1
4128080-5,Erweiterung,1
4246578-3,Leittechnik,1
4472913-3,Mantelstromtriebwerk,1
7673977-6,Unbemanntes Unterwasserfahrzeug,1
4215797-3,Steckverbinder,1
4192147-1,Stoffeigenschaft,1
7658941-9,Partikel-Schwarm-Optimierung,1
4060546-2,Trabantenstadt,1
4208883-5,Positionierantrieb,1
4251278-5,Technischer Fehler,1
4160952-9,Hydroventil,1
4181069-7,Servoventil,1
7734231-8,ETCS,1
4183594-3,Straßentunnel,1
4654439-2,Feststoffraketentriebwerk,1
4731627-5,Schubregelung,1
7620632-4,Tiefgang,1
4290364-6,Trimmen,1
4194779-4,Ellipse,1
4176653-2,Quaternion,1
4136206-8,Schifffahrtskanal,1
4131028-7,Mikrostruktur,1
4139977-8,Signaltechnik,1
4157542-8,Gleichstromnetz,1
4699419-1,Traffic Engineering,1
4341284-1,Fuzzy-Logik,1
4322949-9,Probabilistische Sicherheitsanalyse,1
4135133-2,Straßengestaltung,1
4128651-0,Kolonisation,1
1130732932,Elektromechanische Servolenkung,1
4167306-2,Leistungssteigerung,1
4341131-9,Mobile Telekommunikation,1
4208045-9,Radarantenne,1
4142611-3,Antennengruppe,1
4188671-9,Vorhersagetheorie,1
4226049-8,Einbau,1
4124529-5,Aggregat,1
4120760-9,Montageplanung,1
4167367-0,Lenkverhalten,1
4114484-3,Mageres Gemisch,1
4558146-0,Betriebspunkt,1
7643581-7,Langstreckenfahrt,1
1176540750,CO2-Bilanz,1
4127693-0,Utopische Architektur,1
4151330-7,Einkaufsverkehr,1
4136980-4,Sommer,1
4066326-7,Winter,1
4124300-6,Temperaturverteilung,1
4320090-4,Sliding-Mode,1
4137364-9,Umweltwissenschaften,1
4224344-0,Satellitenfernerkundung,1
4132427-4,Kreuzung,1
4190671-8,Zellularer Automat,1
4130692-2,Maschinendynamik,1
1053807805,Virtueller Sensor,1
4121332-4,Geladenes Teilchen,1
4046259-6,Plasmaphysik,1
4122849-2,Ausgleichsgetriebe,1
7671989-3,Kontaktanaloges Head-up Display,1
4243579-1,Allradlenkung,1
4331587-2,Kreisverkehr,1
4196828-1,Diskretes Ereignissystem,1
4034350-9,Landschaftsgestaltung,1
4451062-7,Transformation,1
4139013-1,Methodenbank,1
4131058-5,Anregung,1
4160163-4,Hochleistungsmotor,1
1214755968,Elektroflugzeug,1
4699634-5,Vorsteuerung,1
4743050-3,Flachheitsbasierte Folgeregelung,1
4342527-6,Betriebstemperatur,1
4129617-5,Teilchenmesstechnik,1
4183282-6,Stickstoffmonoxid,1
4147623-2,Chemilumineszenz,1
4125876-9,Brennverlauf,1
4012248-7,Differentialgeometrie,1
4743929-4,Pantograph,1
4156163-6,Gebrauchsmuster,1
4144860-1,Beschaufelung,1
4133270-2,Messfehler,1
4139670-4,Federung,1
4040126-1,Montage,1
4438227-3,Stromabnehmer,1
1221163264,Hardy-Kupplung,1
4030664-1,Kinematik,1
4059816-0,Thermische Belastung,1
4059432-4,Temperaturregelung,1
4136049-7,Einschienenbahn,1
4031646-4,Kohlenbergbau,1
4141783-5,Akustisches Signal,1
4830853-5,Multimodales System,1
4121121-2,Datenkompression,1
4141040-3,Abgasanlage,1
4841224-7,Funktionswerkstoff,1
1180403177,Raketentechnik,1
4151200-5,Eigenwert,1
4186957-6,Unsicherheit,1
4362530-7,Matrizenungleichung,1
4130056-7,Magnetischer Sturm,1
1132589657,Weltraumwetter,1
4026894-9,Informatik,1
4398913-5,Folgeregelung,1
1023918633,Aktives Lenksystem,1
4328972-1,Lastganglinie,1
4170720-5,Multiple Regression,1
4113491-6,Expertensystem,1
4158720-0,Hafenschifffahrt,1
4461847-5,Abrieb,1
4066752-2,Wohngebiet,1
4154168-6,Festelektrolyt,1
4749761-0,Schwimmdock,1
4260288-9,Hubble-Weltraumteleskop,1
4048655-2,Reaktionskinetik,1
4031217-3,Klopfen,1
4518170-6,Multipaktorentladung,1
4310936-6,Optische Zeichenerkennung,1
4011152-0,Datenverarbeitung,1
4113997-5,Immobilienwirtschaft,1
4114551-3,Meeresnutzung,1
4121852-8,Verkehrssektor,1
4276749-0,Positionsinformation,1
4046212-2,Planet,1
1172658757,Autostereoskopisches Display,1
4000123-4,Abgas,1
4182988-8,Staustrahltriebwerk,1
4151849-4,Elektromechanisches Bauelement,1
4134933-7,Elektrisches Energiesystem,1
4206602-5,Gas-Ottomotor,1
1026458587,Nachoxidation,1
1241832277,Wassereinspritzung,1
4176074-8,Prozessoptimierung,1
4136607-4,Prozessanalyse,1
7706777-0,Flugdaten,1
4153834-1,Fehlerbehandlung,1
4161092-1,Hyperschallbereich,1
4141510-3,Aerodynamische Aufheizung,1
1230172793,Batteriemanagementsystem,1
4121722-6,Statistisches Modell,1
4209838-5,Ozonbelastung,1
4046482-9,Polarisation,1
4047828-2,Pulsar,1
4215804-7,Intelligentes Netz,1
4070813-5,Energieerzeugung,1
4188043-2,Verstellpropeller,1
7706581-5,Hypersonische Geschwindigkeit,1
4120497-9,Integrierte Software,1
4039232-6,Mikroprozessor,1
4205895-8,Kunststoff-Metall-Verbund,1
4175096-2,Polyamide,1
4165100-5,Konstruktionselement,1
4340650-6,Haftvermittler,1
4056863-5,Stahlblech,1
4133452-8,Profilwalzen,1
4439967-4,Armaturenbrett,1
1191716309,Gestenerkennung,1
4493195-5,Tiefenbild,1
7606947-3,Megastadt,1
1247133141,Ottoprozess,1
4160091-5,Hochdruck,1
4406434-2,Außenbeleuchtung,1
4035598-6,Lichtbogen,1
4218838-6,Vakuumschalter,1
4167301-3,Leistungsschalter,1
4448523-2,Altengerechtes Bauen,1
4241493-3,Platzgestaltung,1
4127568-8,Naturfaser,1
4232654-0,Faserverbundbauteil,1
4112450-9,Adaptive Steuerung,1
4016917-0,Festigkeitslehre,1
4282625-1,Hochleistungslaser,1
4214429-2,Reibungskoeffizient,1
7530593-8,Fernlenkflugzeug,1
4008018-3,Brauchwasser,1
4060916-9,Trinkwasser,1
4366410-6,Finite-Punktmengen-Methode,1
1097663604,Aufwirbelung,1
4130739-2,Wassertropfen,1
4134101-6,Visuelles System,1
4139122-6,Dynamische Modellierung,1
4177755-4,Reluktanzmotor,1
4153422-0,Extraterrestrische Forschung,1
4161794-0,Innerbetrieblicher Transport,1
1151037214,Model-in-the-Loop,1
4158040-0,Granulat,1
4162031-8,Intermodulation,1
4132747-0,Suburbaner Raum,1
4127298-5,Zeitreihe,1
1150808055,X-in-the-Loop,1
4112648-8,Automatisierungssystem,1
4057516-0,Stickstoffoxide,1
1313251569,Plug-in-Elektrofahrzeug,1
4160934-7,Hydropumpe,1
4206599-9,Stufenloses Getriebe,1
4354775-8,Elektrohydraulische Regelung,1
4138374-6,Leckage,1
4155414-0,Frequenzsynthese,1
4155397-4,Frequenzanalyse,1
7627927-3,Mobiles Internet,1
4824332-2,Caching,1
1172819378,Edge computing,1
4128227-9,Insel,1
4205790-5,Axialventilator,1
4159455-1,Heißes Elektron,1
4145391-8,Bildanalyse,1
4312216-4,Nahfeld,1
4006888-2,Bionik,1
7636199-8,NOx-Speicherkatalysator,1
4176904-1,Raketentreibstoff,1
4133101-1,Verdichtetes Gas,1
4592693-1,Rapid Prototyping,1
4120906-0,Anwendungssoftware,1
7738882-3,Power-Management,1
4151960-7,Elektropneumatisches Bauelement,1
4014268-1,Elektrohydraulik,1
4174941-8,Pneumatisches Bauelement,1
4287909-7,Elektrohydraulische Steuerung,1
4116559-7,Speicherprogrammierte Steuerung,1
4292328-1,Elektropneumatische Steuerung,1
4056769-2,Stadtsanierung,1
1283264927,Unsicherheitsquantifizierung,1
4120666-6,Lernendes System,1
4188184-9,Verzweigungsprozess,1
4064689-0,Wasser,1
4064700-6,Wasserbau,1
4113760-7,Gleisanlage,1
7657766-1,X-by-wire,1
4144204-0,Bauwesen,1
4354691-2,Reisezeit,1
4529926-2,Schaltkupplung,1
4142063-9,Alterung,1
4130880-3,Lack,1
4782915-1,Heißsiegeln,1
4009833-3,Chemikalie,1
4821974-5,LIN-Bus,1
4018908-9,Funktechnik,1
7720241-7,Gegenkolbenmotor,1
1082384615,Elektronische Gegenmaßnahme,1
4209679-0,Innerortsstraße,1
4023920-2,Hebezeug,1
4274825-2,Intelligenter Werkstoff,1
4181392-3,Siliciumlegierung,1
4211470-6,Isostatisches Heißpressen,1
4158568-9,Gusslegierung,1
4168536-2,Magnesiumlegierung,1
4277027-0,Hochgeschwindigkeitskommunikation,1
4502202-1,Magnetische Wechselwirkung,1
4540491-4,Induktive Kopplung,1
4739554-0,Innere Gemischbildung,1
4138007-1,Homogenisieren,1
4014265-6,Elektroheizung,1
4197032-9,Bilderzeugung,1
7633500-8,Biegsamkeit,1
4460312-5,Vermeidung,1
1152413945,HCCI-Verbrennung,1
4138980-3,Elektrisches Netz,1
4171065-4,Nachverbrennung,1
4123055-3,Detektor,1
4530310-1,Punktwolke,1
1234001772,Fahrkomfort,1
4045892-1,Fotogrammetrie,1
4038953-4,Meteorologie,1
117071482X,Mikroplastik,1
4177464-4,Reibungsbremse,1
4315222-3,Durchfluss,1
1217680330,Informationssicherheit,1
1296385140,Kollaborativer Roboter,1
4058716-2,Symbol,1
4528912-8,Verkehrswegebau,1
1213471362,Digitaler Zwilling,1
7861550-1,Building Information Modeling,1
4807672-7,HCCI,1
4146581-7,Brennstoffvormischung,1
1313064076,Verkehrswende,1
1148342370,Schwingungsmesstechnik,1
1148342079,Schwingungsmessung,1
1076034748,Vibrationsanalyse,1
4520243-6,Vibrationssensor,1
4132140-6,Phasenumwandlung,1
4000988-9,Akustik,1
1034316648,Mehrbandantenne,1
7748791-6,Antennendiversity,1
4168923-9,Markov-Modell,1
4144510-7,Benzineinspritzung,1
4035235-3,Leistungselektronik,1
4014201-2,Elektrische Leitung,1
4369521-8,Physikalisch-chemische Eigenschaft,1
4132151-0,Gemisch,1
4125095-3,Reaktionsgeschwindigkeit,1
4202617-9,Reinstoff,1
4204496-0,Wohnungswesen,1
4064516-2,Wand,1
4660106-5,Schnellfahrstrecke,1
4066446-6,Wirtschaftsgeografie,1
4142613-7,Antennenmesstechnik,1
4839540-7,Ende-zu-Ende-Prinzip,1
4139721-6,Kondensation,1
4131643-5,Netzwerkmodell,1
4151416-6,Einstellplatz,1
4160195-6,Hochschulbau,1
4375801-0,GMDSS,1
4331133-7,Klapprad,1
4315899-7,Umland,1
4183572-4,Straßenbahnverkehr,1
4221392-7,Fahrrad mit Hilfsmotor,1
4508332-0,Solarfahrrad,1
4188638-0,Vorbereitung,1
4140636-9,Plasmaschneiden,1
4389161-5,ERS,1
4224572-2,Relaisstation,1
4127580-9,Schiffsbergung,1
4279091-8,Elektrothermisches Raumflugtriebwerk,1
4154103-0,Abwasserverwertung,1
4476115-6,Kryogener Raketentreibstoff,1
4120814-6,Nutzung,1
4197890-0,Hitzeschild,1
4197700-2,Dieselkraftstoff,1
1147898367,Magere Verbrennung,1
4034620-1,Laserspektroskopie,1
4160993-1,Hydroxylemission,1
4064794-8,Wasserstraße,1
4512846-7,Liliputbahn,1
4125127-1,Fernverkehr,1
4005392-1,Belastung,1
4154780-9,Flugzeugabsturz,1
4226136-3,Warnung,1
4193951-7,Kartenauswertung,1
4180642-6,Seekarte,1
4010451-5,Computerkartografie,1
4015937-1,Ewer,1
4181785-0,Sonar,1
4273819-2,Sputnik,1
4041423-1,Naturwissenschaftler,1
4155366-4,Fremdenverkehrsgebiet,1
4201709-9,Umweltbezogenes Management,1
4167331-1,Leitschaufelverstellung,1
4160122-1,Hochdruckverdichter,1
4182937-2,Start,1
4384015-2,Wirbelschleppe,1
4120649-6,Landung,1
4243351-4,Roll-on-roll-off-Schiff,1
4026309-5,Hydrologie,1
4133144-8,Sprechfunk,1
4133123-0,Rheinfunk,1
4034837-4,Lebensdauer,1
4142408-6,Anflugkontrolle,1
4456203-2,Rollfeld,1
4495594-7,Bildsensor,1
4148111-2,CMOS-Schaltung,1
4122858-3,Aussteifung,1
4139080-5,Laserbearbeitung,1
4197865-1,Titanrohr,1
4278246-6,Reparaturwerkstatt,1
4381678-2,Seitliche Kollision,1
4113587-8,Flugsimulator,1
4155620-3,Mathematische Methode,1
4125229-9,Datenverarbeitungssystem,1
4157570-2,Gleiskettenfahrzeug,1
4285512-3,Schwimmkran,1
4171041-1,Nachrichtenwesen,1
4339229-5,Cursus publicus,1
4255919-4,Drehzahlmessung,1
4661072-8,Magnetischer Sensor,1
4197823-7,Bearbeitungsgenauigkeit,1
4206657-8,Eintauchen,1
4129415-4,Bedienteil,1
4189287-2,Wasserstrahlantrieb,1
4130826-8,Schadensanalyse,1
4150775-7,Druckverteilung,1
4005086-5,Beanspruchung,1
4059526-2,Terrestrische Navigation,1
4148875-1,Datensammlung,1
4180472-7,Schweißspannung,1
4142581-9,Anrisslebensdauer,1
4188500-4,Voith-Schneider-Propeller,1
4011186-6,Dauermagnet,1
4262432-0,Magnetfeldsensor,1
4117263-2,Tuning,1
4114166-0,Kennzahl,1
4133314-7,Entgasung,1
4125647-5,Tank,1
4182170-1,Spektralfotometrie,1
4066810-1,Wohnwagen,1
4725160-8,ALWEG-Bahn,1
4164634-4,Kolbenflugmotor,1
4072014-7,Gravitationsfeld,1
4050129-2,Risiko,1
4162727-1,Jeep,1
4274180-4,Schotterbett,1
4663347-9,Bahnsteig,1
4020119-3,Generator,1
4398665-1,Lichtmaschine,1
4064698-1,Wasseraufbereitung,1
4001575-0,Aluminiumbauelement,1
4133113-8,Energiebilanz,1
4014306-5,Elektromagnetismus,1
4062266-6,Vakuum,1
4264210-3,Schweben,1
4058801-4,System,1
4179587-8,Schiffsmaschinenanlage,1
4127330-8,Gelenkwelle,1
4019627-6,Gedruckte Schaltung,1
4139459-8,Allradantrieb,1
4275781-2,Motorenbau,1
4136314-0,Rennrad,1
4177914-9,Rettungsboot,1
4810860-1,Knicklenkung,1
4293043-1,Transportverpackung,1
4197876-6,Ladungssicherung,1
4167290-2,Leistungsmessung,1
4296704-1,Einsatz,1
4031037-1,Kleinbahn,1
4832165-5,Schiffsingenieur,1
1263528090,Floating Car Data,1
4216844-2,Chromatieren,1
4203674-4,Abfallvermeidung,1
4576163-2,Gravitationswellendetektor,1
