id,subject_name,frequency
4065786-3,Westfalen-Lippe,1
4475737-2,Gasförmiger Kraftstoff,1
4535131-4,Stromversorgung (Elektrotechnik),1
4163243-6,Kapazitätsmanagement,1
4400948-3,Ressourcenökonomie,1
4019583-1,Gebühr,1
4258109-6,Konsumgüterwirtschaft,1
4078541-5,Ungarn,1
4261540-9,Küstengebiet,1
4688593-6,Zeppelin GmbH,1
4140205-4,Anhängerkupplung,1
4692380-9,Kruzenshtern (Schiff),1
4324422-1,Geräuschanalyse,1
4202585-0,Aktive Schwingungsdämpfung,1
4040574-6,München,1
4133922-8,Prozessüberwachung,1
4357296-0,DIN ISO 9000,1
4496282-4,Prozessanalyse (Prozessmanagement),1
1002947-3,Allgemeiner Deutscher Automobil-Club,1
4001264-5,Allgäu,1
118509225,"Benz, Carl 1844-1929",1
128818646,"Benz, Bertha 1849-1944",1
4353528-8,Dichteschätzung,1
10276523-6,Interview (Musikgruppe),1
4578782-7,Fendt (Marke),1
7732783-4,Weltraumarchäologie,1
118561383,"Kennedy, John F. 1917-1963",1
4127478-7,Parkfläche,1
4003672-8,Ausbau (Bauwesen),1
4269986-1,Zlín,1
10138072-0,Metropolregion Hamburg,1
4002005-8,Angeln (Landschaft),1
4045242-6,Persönlichkeit,1
14543-9,USA Navy,1
4014770-8,England,1
123763234X,Stuttgart 21,1
121676854,"Piëch, Ferdinand 1937-2019",1
4095141-8,Kreis Herzogtum Lauenburg,1
4387630-4,Landkreis Demmin,1
7551534-9,Lufttüchtigkeit,1
4196279-5,Atlantiküberquerung,1
4193791-0,Schätzung,1
2101526-0,Jos. L. Meyer GmbH und Co.,1
4332816-7,Bodenökologie,1
4224750-0,"Raleigh, NC",1
4557538-1,"Wilmington, NC",1
5180392-6,Deutsche Werft Reiherstieg,1
4350479-6,Militärische Forschung,1
4221992-9,Wärmebilanz,1
4213628-3,Reliabilität,1
4180055-2,Schülertransport,1
4064171-5,Wärme,1
4064206-9,Wärmetechnik,1
4346293-5,Regionale Präferenz,1
4152826-8,Ernährungssicherung,1
4006765-8,Binnenschifffahrtsstraßen-Ordnung,1
4007403-1,Bodensee,1
4127898-7,Eisenbahnfähre,1
4574740-4,Magnetorheologische Flüssigkeit,1
2116728-X,Deutschland Bundeswehr,1
4125477-6,Militärhubschrauber,1
4123118-1,Eisenbahnbrücke,1
4470957-2,Traktion (Kraftfahrzeugtechnik),1
4538367-4,Kanalkapazität,1
4522620-9,Kreisflügelflugzeug,1
4061638-1,Umweltökonomie,1
4152229-1,Energierückgewinnung,1
1027429246,"Traub, Carl 1823-1894",1
4044981-6,Pazifischer Ozean,1
4012116-1,Dichtung (Technik),1
4755060-0,Antonov (Marke),1
4202372-5,Gepäck,1
4154933-8,Förderanlage,1
4049461-5,Rendsburg,1
119032902,"Fresnel, Augustin Jean 1788-1827",1
4129833-0,Konstruktivismus (Kunst),1
4120694-0,Manöver (Schifffahrt),1
4163275-8,Kapitalmobilität,1
4006292-2,Bevölkerungsentwicklung,1
4249775-9,Pazifikkrieg (1941-1945),1
4141539-5,Ästhetisches Urteil,1
4193317-5,Ästhetische Wahrnehmung,1
4125275-5,Umweltverträglichkeitsprüfung,1
17976-0,Deutsche Lufthansa (Berlin),1
2007937-0,Deutsche Lufthansa (Köln),1
4073860-7,Küstenmeer,1
4014224-3,Elektrizitätsversorgung,1
119305305,"Harriman, Edward Henry 1848-1909",1
11877445X,"Hill, James J. 1838-1916",1
4496301-4,Fußgängerunfall,1
4041996-4,Nevada,1
4169972-5,Militärstützpunkt,1
4067043-0,Wüste,1
4204407-8,Aufklärungsflugzeug,1
4277812-8,Passat (Schiff),1
2054906-4,Hamburgische Schiffbau-Versuchsanstalt,1
4254231-5,Eastern Airlines Inc.,1
4140852-4,Mineralöl,1
4042011-5,"New York, NY",1
128934409,"Benthem, Jan 1952",1
4500213-7,Schiphol,1
4255905-4,Flughafengebäude,1
4756506-8,Schneeräumgerät,1
4132762-7,Ausrüstung,1
4271451-5,Sohle (Wasserbau),1
4706601-5,Rosetta (Raumsonde),1
1052198759,IEEE 802,1
4186649-6,Übertragungskanal,1
4342646-3,Adaptive Schätzung,1
4029713-5,Karlsruhe,1
4183720-4,Strömungstechnische Kennzahl,1
4193392-8,Elektrische Ausrüstung,1
4065685-8,Wertschöpfung,1
4273138-0,Schädigung,1
4150845-2,Düsenjäger,1
4121927-2,Wirtschaftliche Abhängigkeit,1
136030-9,Toyota-Jidōsha-Kōgyō-KK,1
4467628-1,Discovery (Raumtransporter),1
1064711456,"Karem, Abraham 1937",1
4109219-3,Indiana,1
4061609-5,Umschlag (Transport),1
4186626-5,Überschallströmung,1
4427457-9,Überschallstaustrahltriebwerk,1
4176586-2,Qualitätsmaß,1
4226382-7,Technische Oberfläche,1
4074032-8,Lateinamerika,1
4007328-2,Bochum,1
1051020859,Metropolregion Rhein-Ruhr,1
4060581-4,Tragfähigkeit,1
19542-X,USA Federal Aviation Administration,1
4200793-8,Kollektives Gedächtnis,1
4160094-0,Hochdruckbehälter,1
1067647228,Haenggung-dong,1
1082009679,Altona-Kieler Chaussee,1
4030481-4,Kiel,1
4006293-4,Bevölkerungsgeografie,1
4270484-4,"Dearborn, Mich.",1
4011559-8,"Detroit, Mich.",1
118513818,"Bosch, Robert 1861-1942",1
118523422,"Daimler, Gottlieb 1834-1900",1
4312147-0,Räumliches Schließen,1
4275084-2,Graphische Benutzeroberfläche,1
7707366-6,Containergebäude,1
4172260-7,Oberflächenströmung,1
4367340-5,Grenzüberschreitung,1
4177333-0,Reflexion (Physik),1
4153520-0,Fächerübergreifender Unterricht,1
4075727-4,Ostasien,1
4062041-4,Unterwasserarchäologie,1
4074895-9,Mittelmeer,1
4463442-0,Hafen Rotterdam (Rotterdam),1
4123869-2,Öffentliche Förderung,1
4154731-7,Flüssigmetall,1
4185148-1,Thermoelektrizität,1
4710341-3,Volkmarsdorf,1
4173876-7,Persönlichkeitstyp,1
7788163-1,Wehrhahn-Linie (Düsseldorf),1
4180466-1,Schweißnahtprüfung,1
1051019435,Metropolregion München,1
4078900-7,Vielkörperproblem,1
4120448-7,Historische Stätte,1
7665620-2,AUTOSAR,1
4409431-0,Verkleidung (Technik),1
4553856-6,Moto Guzzi (Marke),1
11863531X,"Wright, Frank Lloyd 1867-1959",1
4035206-7,Leipzig,1
90942-7,Dr. Ing. h. c. F. Porsche KG,1
4046821-5,Porsche (Marke),1
4128805-1,Faserverstärkter Kunststoff,1
4032466-7,Korea,1
4003388-0,Atlantischer Ozean,1
106827932X,"Pyke, Geoffrey 1893-1948",1
4027208-4,Institutionenökonomie,1
1041852754,Unterstützungstechnologie,1
